Codigo,DesEtapaCentro,Denominacion,Direccion,Localidad,CodigoPostal,Municipio,Isla,Provincia,Telefono,Fax,CorreoElectronico,PaginaWeb,Naturaleza,TipoCentro,Concierto,Longitud,Latitud,CentroDestino,CentroCepaAlQuePertenece,EOEP,CentroCER,ZonaInspeccionCodigo
35631302,UAPA,UAPA LA HOYA (CARRIZAL),"AVDA. DE LA HOYA, S/N (AULAS CEPA)",,35240,INGENIO,GRAN CANARIA,Las Palmas,928-784214,928-126203,35008962@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepaaguimesingenio,Público,Docente,Público,-15.41228358,27.91099251,,35008962 - CEPA AGÜIMES-INGENIO,,,
35631305,UAPA,UAPA CEIP BEÑESMÉN (CRUCE DE ARINAGA),"C/ GOFIO, S/N (CENTRO DE SERVICIOS SOCIALES)",,35118,AGÜIMES,GRAN CANARIA,Las Palmas,928-784214,928-126203,35008962@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepaaguimesingenio,Público,Docente,Público,-15.42579601,27.87693907,,35008962 - CEPA AGÜIMES-INGENIO,,,
35631306,UAPA,UAPA CEIP 20 DE ENERO (CRUCE DE ARINAGA),"C/ ALMIRANTE ESCRIGAS, 2 (CEIP 20 DE ENERO)",,35118,AGÜIMES,GRAN CANARIA,Las Palmas,928-784214,928-126203,35008962@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepaaguimesingenio,Público,Docente,Público,-15.39798387,27.85942728,,35008962 - CEPA AGÜIMES-INGENIO,,,
35631311,UAPA,UAPA AGÜIMES (CASA DEL MAESTRO),"C/ LUIS ARTILES CASTRO, 24",,35118,AGÜIMES,GRAN CANARIA,Las Palmas,928-784214,928-126203,35008962@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepaaguimesingenio,Público,Docente,Público,-15.44570283,27.90699312,,35008962 - CEPA AGÜIMES-INGENIO,,,
35631313,UAPA,UAPA AULA DE SERVICIOS SOCIALES (CRUCE DE ARINAGA),C/ ANSITE 2,,35118,AGÜIMES,GRAN CANARIA,Las Palmas,928-784214,928-126203,35008962@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepaaguimesingenio,Público,Docente,Público,-15.43149401,27.88044284,,35008962 - CEPA AGÜIMES-INGENIO,,,
35631402,UAPA,UAPA SANTA LUCÍA,"C/ MAESTRA CLARA PÉREZ, 16 (CEIP SANTA LUCÍA)",,35280,SANTA LUCÍA DE TIRAJANA,GRAN CANARIA,Las Palmas,928-753970 y 928-755744,928-755697,35008986@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepasantaluciadetirajana/,Público,Docente,Público,-15.54081393,27.91117543,,35008986 - CEPA SANTA LUCÍA DE TIRAJANA,,,
35631403,UAPA,UAPA EL CANARIO,"C/ CANALEJAS, 21 (CEIP EL CANARIO)",,35110,SANTA LUCÍA DE TIRAJANA,GRAN CANARIA,Las Palmas,928-753970 y 928-755744,928-755697,35008986@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepasantaluciadetirajana/,Público,Docente,Público,-15.43610815,27.85686373,,35008986 - CEPA SANTA LUCÍA DE TIRAJANA,,,
35631404,UAPA,UAPA EL CRUCE - LOS LLANOS,"C/ FERNANDO GUANARTEME, S/N",,35110,SANTA LUCÍA DE TIRAJANA,GRAN CANARIA,Las Palmas,928-753970 y 928-755744,928-755697,35008986@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepasantaluciadetirajana/,Público,Docente,Público,-15.44036126,27.85609619,,35008986 - CEPA SANTA LUCÍA DE TIRAJANA,,,
35631405,UAPA,UAPA POZO IZQUIERDO,"PZA. DE POZO IZQUIERDO, S/N (ASOCIACIÓN DE VECINOS)",,35110,SANTA LUCÍA DE TIRAJANA,GRAN CANARIA,Las Palmas,928-753970 y 928-755744,928-755697,35008986@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepasantaluciadetirajana/,Público,Docente,Público,-15.42465686,27.82462870,,35008986 - CEPA SANTA LUCÍA DE TIRAJANA,,,
35631406,UAPA,UAPA ANSITE,"C/ ANDAMANA, 17 (CEIP ANSITE)",,35110,SANTA LUCÍA DE TIRAJANA,GRAN CANARIA,Las Palmas,928-753970 y 928-755744,928-755697,35008986@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepasantaluciadetirajana/,Público,Docente,Público,-15.4505026,27.83897269,,35008986 - CEPA SANTA LUCÍA DE TIRAJANA,,,
35631408,UAPA,UAPA SARDINA,"C/ HARIMAGUADA, 16",,35110,SANTA LUCÍA DE TIRAJANA,GRAN CANARIA,Las Palmas,928-753970 y 928-755744,928-755697,35008986@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepasantaluciadetirajana/,Público,Docente,Público,-15.46614717,27.85032070,,35008986 - CEPA SANTA LUCÍA DE TIRAJANA,,,
35631409,UAPA,UAPA CASA PASTORES,"C/ RUIZ DE ALARCÓN, S/N (CEIP CASA PASTORES)",,35110,SANTA LUCÍA DE TIRAJANA,GRAN CANARIA,Las Palmas,928-753970 y 928-755744,928-755697,35008986@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepasantaluciadetirajana/,Público,Docente,Público,-15.45272540,27.85269077,,35008986 - CEPA SANTA LUCÍA DE TIRAJANA,,,
35631410,UAPA,UAPA LA ORILLA,"C/ VASCO DE GAMA, S/N (CEIP CAMINO DE LA MADERA)",,35110,SANTA LUCÍA DE TIRAJANA,GRAN CANARIA,Las Palmas,928-753970 y 928-755744,928-755697,35008986@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepasantaluciadetirajana/,Público,Docente,Público,-15.45909173,27.84104045,,35008986 - CEPA SANTA LUCÍA DE TIRAJANA,,,
35631501,UAPA,UAPA CASTILLO ROMERAL,"C/ BENECHARO, S/N",,35107,SAN BARTOLOMÉ DE TIRAJANA,GRAN CANARIA,Las Palmas,928-479699,,35009656@gobiernodecanarias.org,http://www.cepasanbartolome.com,Público,Docente,Público,-15.45943842,27.80044331,,35009656 - CEPA SAN BARTOLOMÉ DE TIRAJANA,,,
35631502,UAPA,UAPA TABLERO MASPALOMAS (IES),C/ BRASIL Nº70,,35109,SAN BARTOLOMÉ DE TIRAJANA,GRAN CANARIA,Las Palmas,928-479699,,35009656@gobiernodecanarias.org,http://www.cepasanbartolome.com,Público,Docente,Público,-15.60621782,27.77425759,,35009656 - CEPA SAN BARTOLOMÉ DE TIRAJANA,,,
35631600,UAPA,UAPA CEO MOGÁN,"C/ LOS MONTISCOS, S/N (CEO MOGÁN)",,35140,MOGÁN,GRAN CANARIA,Las Palmas,928-578478,,35009620@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepamogan,Público,Docente,Público,,,,35009620 - CEPA MOGÁN,,,
35631601,UAPA,UAPA CENTRO JUVENIL MOGÁN,"CTRA. GENERAL, 7 (CEIP PLAYA DE MOGÁN)",,35138,MOGÁN,GRAN CANARIA,Las Palmas,928-578478,,35009620@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepamogan,Público,Docente,Público,,,,35009620 - CEPA MOGÁN,,,
35631602,UAPA,UAPA CENTRO JUVENIL MOTOR GRANDE,"C/ MOTOR GRANDE, 32 (CEIP PUERTO RICO)",,35130,MOGÁN,GRAN CANARIA,Las Palmas,928-578478,,35009620@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepamogan,Público,Docente,Público,,,,35009620 - CEPA MOGÁN,,,
35631701,UAPA,UAPA LOS CARDONES (IES),AVENIDA LOS CARDONES S/N,,35470,LA ALDEA DE SAN NICOLÁS,GRAN CANARIA,Las Palmas,928-892485,928-892485,35010026@gobiernodecanarias.org,,Público,Docente,Público,-15.78178455,27.97976159,,35010026 - CEPA LA ALDEA,,,
35631702,UAPA,UAPA LA PLAZA,C/ REAL Nº 33,,35470,LA ALDEA DE SAN NICOLÁS,GRAN CANARIA,Las Palmas,928-892485,928-892485,35010026@gobiernodecanarias.org,,Público,Docente,Público,-15.78062132,27.98506700,,35010026 - CEPA LA ALDEA,,,
38005157,CEIP,CEIP JOSÉ PÉREZ RODRÍGUEZ,"C/ LOS BANQUITOS, 26",IGUESTE DE SAN ANDRÉS,38140,SANTA CRUZ DE TENERIFE,TENERIFE,Santa Cruz de Tenerife,922-474101,,38005157@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/ceranaga/,Público,Docente,Público,-16.155723967373,28.525768917492,38010131 IES SAN ANDRÉS,,38702511 - E.O.E.P. ANAGA,38706028,711
38008079,CEIP,CEIP SAN JOSÉ,"AVDA. EL PUERTITO, 65",SAN JOSÉ,38435,LOS SILOS,TENERIFE,Santa Cruz de Tenerife,922-477758,,38008079@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/ceipsanjoselossilos/,Público,Docente,Público,-16.816872,28.372278,38010803 IES DAUTE-LOS SILOS,,38702577 - E.O.E.P. YCODEN-DAUTE,38706701,701
38015151,CAMGE,CAMGE NURYANA,"CAMINO SAN FRANCISCO DE PAULA, 72",,38296,SAN CRISTÓBAL DE LA LAGUNA,TENERIFE,Santa Cruz de Tenerife,922-257482 y 922-630313,922-630289,info@e-increscendo.com,http://www.e-increscendo.com,Privado,Docente,Sin niveles concertados,-16.323482,28.478811,,,,,719
38016076,CPEI,CPEI PARQUE LA LAGUNA,"C/ MARCOS REDONDO, 1",SAN CRISTÓBAL DE LA LAGUNA,38208,SAN CRISTÓBAL DE LA LAGUNA,TENERIFE,Santa Cruz de Tenerife,922-634826,,parquelalaguna@parquelalaguna.es,,Privado,Docente,Sin niveles concertados,-16.3222906739999,28.4930523190001,,,38702573 - E.O.E.P. SAN BENITO,,711
38017007,CPEI,CPEI HERMANO PEDRO,C/ LOS MOLINOS ESQ C/ EL CANARIO,VILAFLOR,38613,VILAFLOR DE CHASNA,TENERIFE,Santa Cruz de Tenerife,679-933155,,gestionesinfantiles@gmail.com,,Privado,Docente,Sin niveles concertados,-16.6366369,28.1581788,,,,,722
38017706,EEI,EEI SANTIAGO DEL TEIDE,"C/ PÁRROCO ANTONIO PÉREZ GARCÍA, S/N",,38690,SANTIAGO DEL TEIDE,TENERIFE,Santa Cruz de Tenerife,922-863127,,educacion@santiagodelteide.es,,Público,Docente,Público,,,,,,,727
38017718,CPEI,CPEI MISAMORES,"C/ Retamar, 22",,38760,LOS LLANOS DE ARIDANE,LA PALMA,Santa Cruz de Tenerife,689-709850,,misamores.cpei@gmail.com,,Privado,Docente,Sin niveles concertados,-17.906518869830812,28.658775768500064,,,,,602
38017721,EEI,EEI LA VICTORIA DE ACENTEJO,"C/ Santo Domingo, 70",,38380,LA VICTORIA DE ACENTEJO,TENERIFE,Santa Cruz de Tenerife,922-581442 y 922-580031,,discapacidad@lavictoriadeacentejo.es,,Público,Docente,Público,-16.473610509552454,28.437129486532005,,,,,707
38017743,EEI,EEI CLARA CAMPOAMOR,"C/ PRIMERO DE MAYO, S/N",,38770,TAZACORTE,LA PALMA,Santa Cruz de Tenerife,,,,,Público,Docente,Público,,,,,,,602
38640100,UAPA,UAPA SAN SEBASTIÁN (TERCERA EDAD),C/ VIRGEN DE GUADALUPE (3ª EDAD IBALLA),,38800,SAN SEBASTIÁN DE LA GOMERA,LA GOMERA,Santa Cruz de Tenerife,922-592717 y 922-592718,922-592719,38009618@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepalagomera,Público,Docente,Público,-17.11052220,28.09247622,,38009618 - CEPA LA GOMERA,,,
38640101,UAPA,UAPA SAN SEBASTIÁN (IES),AVDA. JOSÉ AGUIAR S/N,,38800,SAN SEBASTIÁN DE LA GOMERA,LA GOMERA,Santa Cruz de Tenerife,922-592717 y 922-592718,922-592719,38009618@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepalagomera,Público,Docente,Público,-17.11635717,28.09750769,,38009618 - CEPA LA GOMERA,,,
38640102,UAPA,UAPA MARIO LHERMET (CEO),"CTRA. GENERAL, 141",,38820,HERMIGUA,LA GOMERA,Santa Cruz de Tenerife,922-592717 y 922-592718,922-592719,38009618@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepalagomera,Público,Docente,Público,-17.19704315,28.16599183,,38009618 - CEPA LA GOMERA,,,
38640105,UAPA,UAPA DIAGE LA GOMERA,"C/ PLAZA DE LAS AMÉRICAS, 2",,38800,SAN SEBASTIÁN DE LA GOMERA,LA GOMERA,Santa Cruz de Tenerife,922-592717 y 922-592718,922-592719,38009618@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepalagomera,Público,Docente,Público,,,,38009618 - CEPA LA GOMERA,,,
38640111,UAPA,UAPA VALLE GRAN REY,"BORBALÁN, S/N (CEO NEREIDA DÍAZ ABREU)",,38870,VALLE GRAN REY,LA GOMERA,Santa Cruz de Tenerife,922-592717 y 922-592718,922-592719,38009618@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepalagomera,Público,Docente,Público,-17.33553973,28.08883320,,38009618 - CEPA LA GOMERA,,,
38640113,UAPA,UAPA TERCERA EDAD VALLEHERMOSO,"C/ LA VEGUETA, S/N",,38840,VALLEHERMOSO,LA GOMERA,Santa Cruz de Tenerife,922-592717 y 922-592718,922-592719,38009618@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepalagomera,Público,Docente,Público,,,,38009618 - CEPA LA GOMERA,,,
38640117,UAPA,UAPA SANTIAGO APOSTOL (CEO),CARRETERA GENERAL ALAJERÓ S/N,,38810,ALAJERÓ,LA GOMERA,Santa Cruz de Tenerife,922-592717 y 922-592718,922-592719,38009618@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepalagomera,Público,Docente,Público,-17.20041184,28.03174334,,38009618 - CEPA LA GOMERA,,,
38640119,UAPA,UAPA FINCA CRUZ CHIQUITA,"CTRA. GRAL. DE HERMIGUA, S/N",,38800,SAN SEBASTIÁN DE LA GOMERA,LA GOMERA,Santa Cruz de Tenerife,922-592717 y 922-592718,922-592719,38009618@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepalagomera,Público,Docente,Público,-17.12635158,28.10923401,,38009618 - CEPA LA GOMERA,,,
38650105,UAPA,UAPA VALVERDE (EOI),"CALLE TRINISTA, 2",,38900,VALVERDE,EL HIERRO,Santa Cruz de Tenerife,922-923382,,38009631@gobiernodecanarias.org,https://www3.gobiernodecanarias.org/medusa/edublog/cepavalverde/,Público,Docente,Público,-17.91596384,27.81348800,,38009631 - CEPA VALVERDE,,,
38660101,UAPA,UAPA LOS LLANOS DE ARIDANE,"C/ EUSEBIO BARRETO, 36",,38760,LOS LLANOS DE ARIDANE,LA PALMA,Santa Cruz de Tenerife,922-174289,922-416628,38009621@gobiernodecanarias.org,http://www.cepaguayafanta.org,Público,Docente,Público,-17.90143264,28.65788249,,38009621 - CEPA GUAYAFANTA,,,
38660105,UAPA,UAPA BREÑA ALTA,"C/ ATLÁNTIDA, 8",,38710,BREÑA ALTA,LA PALMA,Santa Cruz de Tenerife,922-174289,922-416628,38009621@gobiernodecanarias.org,http://www.cepaguayafanta.org,Público,Docente,Público,-17.78798781,28.66242101,,38009621 - CEPA GUAYAFANTA,,,
38660108,UAPA,UAPA LOS SAUCES,"C/ VICENTE SAN JUAN, 4",,38720,SAN ANDRÉS Y SAUCES,LA PALMA,Santa Cruz de Tenerife,922-174289,922-416628,38009621@gobiernodecanarias.org,http://www.cepaguayafanta.org,Público,Docente,Público,,,,38009621 - CEPA GUAYAFANTA,,,
38660115,UAPA,UAPA TIJARAFE,C/ ACCESO AL COLEGIO S/N. CASA DE LA CULTURA JOSÉ L. LORENZO BARRETO,,38780,TIJARAFE,LA PALMA,Santa Cruz de Tenerife,922-174289,922-416628,38009621@gobiernodecanarias.org,http://www.cepaguayafanta.org,Público,Docente,Público,-17.95552835,28.71079484,,38009621 - CEPA GUAYAFANTA,,,
38670100,UAPA,UAPA LA GUANCHA,"AVDA HIPÓLITO SINFORIANO, PLAZA DE LAS FERIAS, S/N",,38440,LA GUANCHA,TENERIFE,Santa Cruz de Tenerife,922-478766,,38011741@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepaicoddelosvinos,Público,Docente,Público,-16.71141525,28.37483862,,38011741 - CEPA YCODAUTE,,,
38670103,UAPA,UAPA LA CALETA,"C/ LOS SILOS, 9",,38460,LOS SILOS,TENERIFE,Santa Cruz de Tenerife,922-478766,,38011741@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepaicoddelosvinos,Público,Docente,Público,-16.79514151,28.37555591,,38011741 - CEPA YCODAUTE,,,
38670106,UAPA,UAPA BUENAVISTA DEL NORTE (IES),"ANTONIO CAMEJO FRANCISCO, 3",,38480,BUENAVISTA DEL NORTE,TENERIFE,Santa Cruz de Tenerife,922-478766,,38011741@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepaicoddelosvinos,Público,Docente,Público,-16.84556355,28.37095745,,38011741 - CEPA YCODAUTE,,,
38670108,UAPA,UAPA EL TANQUE (IES),"C/ MIGUEL DE CERVANTES, S/N",,38435,EL TANQUE,TENERIFE,Santa Cruz de Tenerife,922-478766,,38011741@gobiernodecanarias.org,http://www3.gobiernodecanarias.org/medusa/edublog/cepaicoddelosvinos,Público,Docente,Público,-16.77516068,28.35590845,,38011741 - CEPA YCODAUTE,,,
38670300,UAPA,UAPA LA VERA,"CEIP Juan Cruz Ruiz. Camino Carril, 63",,38400,PUERTO DE LA CRUZ,TENERIFE,Santa Cruz de Tenerife,922-478843,,38009023@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepapuertodelacruz,Público,Docente,Público,-16.55254282,28.39626249,,38009023 - CEPA PUERTO DE LA CRUZ,,,
38670301,UAPA,UAPA LOS REALEJOS (IES),"C/ DEL ADELANTADO, 2 (IES REALEJOS)",,38410,LOS REALEJOS,TENERIFE,Santa Cruz de Tenerife,922-478843,,38009023@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepapuertodelacruz,Público,Docente,Público,-16.58341971,28.38306279,,38009023 - CEPA PUERTO DE LA CRUZ,,,
38670307,UAPA,UAPA LA OROTAVA,C/ EDUCADORA LUCÍA DE MESA S/N URB. LA TORRITA,,38300,LA OROTAVA,TENERIFE,Santa Cruz de Tenerife,922-478843,,38009023@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepapuertodelacruz,Público,Docente,Público,-16.52173635,28.38920239,,38009023 - CEPA PUERTO DE LA CRUZ,,,
38670310,UAPA,UAPA SANTA URSULA (IES),"C/ ALCALDE DOMINGO GUTIÉRREZ, 1 (IES SANTA ÚRSULA)",,38390,SANTA ÚRSULA,TENERIFE,Santa Cruz de Tenerife,922-478843,,38009023@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepapuertodelacruz,Público,Docente,Público,-16.50042979,28.42019095,,38009023 - CEPA PUERTO DE LA CRUZ,,,
38670311,UAPA,UAPA LA CORUJERA,"C/ Guanche, 51. Plaza de San Bartolomé de la Corujera",,38390,SANTA ÚRSULA,TENERIFE,Santa Cruz de Tenerife,922-478843,,38009023@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepapuertodelacruz,Público,Docente,Público,-16.49280757,28.41550613,,38009023 - CEPA PUERTO DE LA CRUZ,,,
38670312,UAPA,UAPA SANTA URSULA II,C/ RAMBLA DR. PÉREZ 3 PLANTA ALTA,,38390,SANTA ÚRSULA,TENERIFE,Santa Cruz de Tenerife,922-478843,,38009023@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepapuertodelacruz,Público,Docente,Público,-16.49099880,28.42594297,,38009023 - CEPA PUERTO DE LA CRUZ,,,
38670318,UAPA,UAPA ICOD EL ALTO (CEO),CARRETERA GENERAL S/N (CEO LA PARED),,38414,LOS REALEJOS,TENERIFE,Santa Cruz de Tenerife,922-478843,,38009023@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepapuertodelacruz,Público,Docente,Público,-16.61470577,28.38235578,,38009023 - CEPA PUERTO DE LA CRUZ,,,
38670320,UAPA,UAPA LAS LLANADAS,CARRETERA LAS LLANADAS 19,,38415,LOS REALEJOS,TENERIFE,Santa Cruz de Tenerife,922-478843,,38009023@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepapuertodelacruz,Público,Docente,Público,-16.56737176,28.35666389,,38009023 - CEPA PUERTO DE LA CRUZ,,,
38670323,UAPA,UAPA PINOLERE,"C/ GERMINAL, NÚM. 2",,38310,LA OROTAVA,TENERIFE,Santa Cruz de Tenerife,922-478843,,38009023@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepapuertodelacruz,Público,Docente,Público,-16.50020104,28.37822174,,38009023 - CEPA PUERTO DE LA CRUZ,,,
38670325,UAPA,UAPA SANTA URSULA III,"CAMINO ANTIGUO Nº 4, CUESTA DE LA VILLA",,38390,SANTA ÚRSULA,TENERIFE,Santa Cruz de Tenerife,922-478843,,38009023@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepapuertodelacruz,Público,Docente,Público,,,,38009023 - CEPA PUERTO DE LA CRUZ,,,
38670401,UAPA,UAPA RAVELO,"C/ REAL OROTAVA, 160",,38359,EL SAUZAL,TENERIFE,Santa Cruz de Tenerife,922-760300,,38011111@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepaacentejotacoronte,Público,Docente,Público,-16.42199898,28.46101049,,38011111 - CEPA ACENTEJO-TACORONTE,,,
38670402,UAPA,UAPA AGUA GARCÍA,"C/ CECILIO MARRERO, 8",,38355,TACORONTE,TENERIFE,Santa Cruz de Tenerife,922-760300,,38011111@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepaacentejotacoronte,Público,Docente,Público,-16.40300154,28.46670929,,38011111 - CEPA ACENTEJO-TACORONTE,,,
38670411,UAPA,UAPA SAN ANTONIO,C/ LA RESBALA S/N,,38370,LA MATANZA DE ACENTEJO,TENERIFE,Santa Cruz de Tenerife,922-760300,,38011111@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepaacentejotacoronte,Público,Docente,Público,-16.4517969,28.44590581,,38011111 - CEPA ACENTEJO-TACORONTE,,,
38670417,UAPA,UAPA LA MATANZA - CASCO,"C/ SAN JOSÉ, Nº 70",,38370,LA MATANZA DE ACENTEJO,TENERIFE,Santa Cruz de Tenerife,922-760300,,38011111@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepaacentejotacoronte,Público,Docente,Público,-16.45273194,28.45406758,,38011111 - CEPA ACENTEJO-TACORONTE,,,
38670419,UAPA,UAPA LA VERA,"C/ LA VERA, 61",,38389,LA VICTORIA DE ACENTEJO,TENERIFE,Santa Cruz de Tenerife,922-760300,,38011111@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepaacentejotacoronte,Público,Docente,Público,-16.46899965,28.42666043,,38011111 - CEPA ACENTEJO-TACORONTE,,,
38670420,UAPA,UAPA LA VICTORIA,"C/ JEREZ VEGUERO, Nº12. CASA DE LA JUVENTUD",,38379,LA VICTORIA DE ACENTEJO,TENERIFE,Santa Cruz de Tenerife,922-760300,,38011111@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepaacentejotacoronte,Público,Docente,Público,-16.47117879,28.43420839,,38011111 - CEPA ACENTEJO-TACORONTE,,,
38670421,UAPA,UAPA LOS ARROYOS,"C/ LOS ARROYOS, S/N",,38380,LA VICTORIA DE ACENTEJO,TENERIFE,Santa Cruz de Tenerife,922-760300,,38011111@gobiernodecanarias.org,http://www.gobiernodecanarias.org/medusa/edublog/cepaacentejotacoronte,Público,Docente,Público,-16.45943002,28.42942447,,38011111 - CEPA ACENTEJO-TACORONTE,,,
38670500,UAPA,UAPA TEJINA (EL PICO),"EL PICO, TEJINA",,38260,SAN CRISTÓBAL DE LA LAGUNA,TENERIFE,Santa Cruz de Tenerife,922-760423,,38011108@gobiernodecanarias.org,http://www.cepanordestetenerife.org,Público,Docente,Público,-16.36254988,28.52573569,,38011108 - CEPA COMARCA NORDESTE DE TENERIFE,,,
38670501,UAPA,UAPA PUNTA DEL HIDALGO,CTRA. GENERAL S/N (CENTRO CULTURAL),,38240,SAN CRISTÓBAL DE LA LAGUNA,TENERIFE,Santa Cruz de Tenerife,922-760423,,38011108@gobiernodecanarias.org,http://www.cepanordestetenerife.org,Público,Docente,Público,-16.32774894,28.56886203,,38011108 - CEPA COMARCA NORDESTE DE TENERIFE,,,
38670502,UAPA,UAPA EL BATÁN,CENTRO CULTURAL DE EL BATÁN - LA LAGUNA,,38294,SAN CRISTÓBAL DE LA LAGUNA,TENERIFE,Santa Cruz de Tenerife,922-760423,,38011108@gobiernodecanarias.org,http://www.cepanordestetenerife.org,Público,Docente,Público,-16.29586787,28.54811449,,38011108 - CEPA COMARCA NORDESTE DE TENERIFE,,,
38670503,UAPA,UAPA GUAMASA,"CAMINO SANTA ROSA, S/N (CEIP SANTA ROSA DE LIMA)",,38330,SAN CRISTÓBAL DE LA LAGUNA,TENERIFE,Santa Cruz de Tenerife,922-760423,,38011108@gobiernodecanarias.org,http://www.cepanordestetenerife.org,Público,Docente,Público,-16.37176716,28.49424533,,38011108 - CEPA COMARCA NORDESTE DE TENERIFE,,,
38670504,UAPA,UAPA VALLE DE GUERRA (CENTRO CIUDADANOS),C/ JUAN FERNÁNDEZ S/N (IES VALLE DE GUERRA),,38270,SAN CRISTÓBAL DE LA LAGUNA,TENERIFE,Santa Cruz de Tenerife,922-760423,,38011108@gobiernodecanarias.org,http://www.cepanordestetenerife.org,Público,Docente,Público,-16.39021848,28.52150975,,38011108 - CEPA COMARCA NORDESTE DE TENERIFE,,,
38670506,UAPA,UAPA EL PORTEZUELO,CTRA. GENERAL DE EL SOCORRO (CEIP PORTEZUELO),,38297,TEGUESTE,TENERIFE,Santa Cruz de Tenerife,922-760423,,38011108@gobiernodecanarias.org,http://www.cepanordestetenerife.org,Público,Docente,Público,-16.35375547,28.49335578,,38011108 - CEPA COMARCA NORDESTE DE TENERIFE,,,
38670507,UAPA,UAPA PEDRO ÁLVAREZ,"C/ EL MEDIO, 3 (CENTRO CULTURAL DE PEDRO ALVAREZ)",,38292,TEGUESTE,TENERIFE,Santa Cruz de Tenerife,922-760423,,38011108@gobiernodecanarias.org,http://www.cepanordestetenerife.org,Público,Docente,Público,-16.31660805,28.52054738,,38011108 - CEPA COMARCA NORDESTE DE TENERIFE,,,
38670508,UAPA,UAPA TEGUESTE (CENTRO CIUDADANOS),"C/ CALVO SOTELO, 7 (CENTRO CULTURAL PRÍNCIPE FELIPE)",,38280,TEGUESTE,TENERIFE,Santa Cruz de Tenerife,922-760423,,38011108@gobiernodecanarias.org,http://www.cepanordestetenerife.org,Público,Docente,Público,-16.33753941,28.52296,,38011108 - CEPA COMARCA NORDESTE DE TENERIFE,,,
38670510,UAPA,UAPA CARBONERAS (CEIP),LAS CARBONERAS,,38294,SAN CRISTÓBAL DE LA LAGUNA,TENERIFE,Santa Cruz de Tenerife,922-760423,,38011108@gobiernodecanarias.org,http://www.cepanordestetenerife.org,Público,Docente,Público,-16.27687645,28.55416841,,38011108 - CEPA COMARCA NORDESTE DE TENERIFE,,,
