idCentro,Codigo,Denominacion,DesEtapaCentro,DescripcionEtapaCentro,Direccion,Localidad,CodigoPostal,Municipio,Isla,Provincia,Telefono,Fax,CorreoElectronico,SegundoCorreoElectronico,PaginaWeb,Naturaleza,TipoCentro,Titular,CentroCER,PreferenteAuditivoMotorico,ColectivoEscuelasRurales,CentroProfesores,URLWebCEP,CentroDestino,EOEP,CentroCepaAlQuePertenece,CentroAdscritoEOI,FotoCentro,DescargarMapaCentroGoogleEarth,VerMapaCentroGoogleMaps,Longitud,Latitud,DescargarZonasInfluenciaCentroGoogleEarth,Concierto,CentroProfesoresCodigo,CentroProfesoresNombre,ZonaInspeccionCodigo,ZonaInspeccionNombre,FuenteCEP,FuenteZonaInspeccion
534,35007982,CEPA LAS PALMAS,CEPA,Centro de Educación de Personas Adultas,"C/ CARVAJAL, 2 TRASERA",LAS PALMAS DE GRAN CANARIA,35004,LAS PALMAS DE GRAN CANARIA,GRAN CANARIA,Las Palmas,928-599263,,35007982@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/cepalaspalmas/,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,,,,,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482474,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/534.kmz,"https://maps.google.com/maps?q=28.1184063810001,-15.4218442819999+(CEPA+LAS+PALMAS)&iwloc=A&hl=es&z=18",-15.4218442819999,28.1184063810001,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35007982.geojson,Público,,,306,,,Datos Abiertos de Canarias
535,35007994,IES GUANARTEME,IES,Instituto de Educación Secundaria,"C/ PINTOR JUAN GUILLERMO, 12",LAS PALMAS DE GRAN CANARIA,35011,LAS PALMAS DE GRAN CANARIA,GRAN CANARIA,Las Palmas,928-479638,,35007994@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/iesguanarteme/,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,,35702660 - E.O.E.P. ESCALERITAS,,,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482956,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/535.kmz,"https://maps.google.com/maps?q=28.1280786656638,-15.4369031874635+(IES+GUANARTEME)&iwloc=A&hl=es&z=18",-15.4369031874635,28.1280786656638,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35007994.geojson,Público,,,306,,,Datos Abiertos de Canarias
536,35008007,CEPA FUERTEVENTURA NORTE,CEPA,Centro de Educación de Personas Adultas,"C/ SECUNDINO ALONSO, 63",PUERTO DEL ROSARIO,35600,PUERTO DEL ROSARIO,FUERTEVENTURA,Las Palmas,928-861024 y 928-851956,928-851956,35008007@gobiernodecanarias.org,ceaftvnorte@hotmail.com,http://www.cepafuerteventuranorte.es,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,,35702376 - E.O.E.P. FUERTEVENTURA NORTE,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/536.kmz,"https://maps.google.com/maps?q=28.5106073735015,-13.8678219779158+(CEPA+FUERTEVENTURA+NORTE)&iwloc=A&hl=es&z=18",-13.8678219779158,28.5106073735015,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008007.geojson,Público,,,104,,,Datos Abiertos de Canarias
537,35008019,CEPA TELDE-CASCO,CEPA,Centro de Educación de Personas Adultas,"C/ ANDRÉS MANJÓN, 21 (ALA SUR)",TELDE,35200,TELDE,GRAN CANARIA,Las Palmas,928-578444,,35008019@gobiernodecanarias.org,,https://www3.gobiernodecanarias.org/medusa/edublog/cepateldecasco/,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,,35702379 - E.O.E.P. TELDE-VALSEQUILLO,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/537.kmz,"https://maps.google.com/maps?q=27.9968520759163,-15.4138500682756+(CEPA+TELDE-CASCO)&iwloc=A&hl=es&z=18",-15.4138500682756,27.9968520759163,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008019.geojson,Público,,,318,,,Datos Abiertos de Canarias
538,35008020,CPEIPS ARENAS SUR,CPEIPS,"Centro Privado de Educación Infantil, Primaria y Secundaria","C/ LAS MARGARITAS, 28.- FINCA AMURGA, 517",SAN AGUSTÍN,35290,SAN BARTOLOMÉ DE TIRAJANA,GRAN CANARIA,Las Palmas,928-765934,928-761338,irene.rodriguez@arenassur.com,,http://www.colegioarenassur.com,Privado,Docente,Titularidad Privada,,,,,,,35702373 - E.O.E.P. GRAN CANARIA SUR,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/538.kmz,"https://maps.google.com/maps?q=27.77280480,-15.55083869+(CPEIPS+ARENAS+SUR)&iwloc=A&hl=es&z=18",-15.55083869,27.77280480,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008020.geojson,Sin niveles concertados,,,326,,,Datos Abiertos de Canarias
542,35008068,IES JOSÉ FRUGONI PÉREZ (LA ROCHA),IES,Instituto de Educación Secundaria,"ANTIGUA CTRA. DE GANDO, S/N",TELDE,35219,TELDE,GRAN CANARIA,Las Palmas,928-478552,,35008068@gobiernodecanarias.org,,http://www.ieslarocha.org,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,,35702379 - E.O.E.P. TELDE-VALSEQUILLO,,,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482955,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/542.kmz,"https://maps.google.com/maps?q=27.987137861,-15.421691245000033+(IES+JOSÉ+FRUGONI+PÉREZ+(LA+ROCHA))&iwloc=A&hl=es&z=18",-15.421691245000033,27.987137861,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008068.geojson,Público,,,319,,,Datos Abiertos de Canarias
543,35008071,CEIP ARGANA ALTA,CEIP,Colegio de Educación Infantil y Primaria,"C/ CAMPOAMOR, 14",ARRECIFE,35500,ARRECIFE,LANZAROTE,Las Palmas,928-455036,928-455038,35008071@gobiernodecanarias.org,,http://www.ceiparganaalta.org,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,35010373 IES LAS MARETAS,35702375 - E.O.E.P. LANZAROTE SUR,,,"http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482954,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482953",https://intranet.educacion.org/educacion/centros/dircenweb/docsup/543.kmz,"https://maps.google.com/maps?q=28.9796078341479,-13.5708627375244+(CEIP+ARGANA+ALTA)&iwloc=A&hl=es&z=18",-13.5708627375244,28.9796078341479,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008071.geojson,Público,,,203,,,Datos Abiertos de Canarias
545,35008093,CEIP LOS TARAHALES,CEIP,Colegio de Educación Infantil y Primaria,"VUELTA DE LOS TARAHALES, 1",LAS PALMAS DE GRAN CANARIA,35013,LAS PALMAS DE GRAN CANARIA,GRAN CANARIA,Las Palmas,928-211564,,35008093@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ceiplostarahales,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,35010427 IES LOS TARAHALES,35702659 - E.O.E.P. LAS PALMAS-MILLER,,,"http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482952,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482951,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482950,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482949",https://intranet.educacion.org/educacion/centros/dircenweb/docsup/545.kmz,"https://maps.google.com/maps?q=28.097878674698,-15.4492463757006+(CEIP+LOS+TARAHALES)&iwloc=A&hl=es&z=18",-15.4492463757006,28.097878674698,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008093.geojson,Público,,,316,,,Datos Abiertos de Canarias
547,35008135,CEIP DOCTOR JUAN NEGRÍN,CEIP,Colegio de Educación Infantil y Primaria,"C/ CONCEJAL ANDRÉS ALVARADO JANINA, 21",LAS PALMAS DE GRAN CANARIA,35016,LAS PALMAS DE GRAN CANARIA,GRAN CANARIA,Las Palmas,928-304577,,35008135@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ceipdoctorjuannegrin/,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,35001438 IES RAMÓN MENÉNDEZ PIDAL,35702658 - E.O.E.P. LA VEGA DE SAN JOSÉ,,,"http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482948,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482947",https://intranet.educacion.org/educacion/centros/dircenweb/docsup/547.kmz,"https://maps.google.com/maps?q=28.0689596,-15.4218768+(CEIP+DOCTOR+JUAN+NEGRÍN)&iwloc=A&hl=es&z=18",-15.4218768,28.0689596,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008135.geojson,Público,,,310,,,Datos Abiertos de Canarias
548,35008147,CEIP CÉSAR MANRIQUE,CEIP,Colegio de Educación Infantil y Primaria,"C/ VIRGEN DEL PILAR, 35",LAS PALMAS DE GRAN CANARIA,35012,LAS PALMAS DE GRAN CANARIA,GRAN CANARIA,Las Palmas,928-118500,,35008147@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ceipcesarmanrique/,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,35009322 IES PABLO MONTESINO,35702661 - E.O.E.P. TAMARACEITE-SIETE PALMAS,,,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482946,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/548.kmz,"https://maps.google.com/maps?q=28.1174185287993,-15.442537431142+(CEIP+CÉSAR+MANRIQUE)&iwloc=A&hl=es&z=18",-15.442537431142,28.1174185287993,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008147.geojson,Público,,,312,,,Datos Abiertos de Canarias
550,35008160,CEIP LOS GILES,CEIP,Colegio de Educación Infantil y Primaria,"C/ SÁHARA, 40",TAMARACEITE,35018,LAS PALMAS DE GRAN CANARIA,GRAN CANARIA,Las Palmas,928-304593,,35008160@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ceiplosgiles,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,35009711 IES CAIRASCO DE FIGUEROA,35702661 - E.O.E.P. TAMARACEITE-SIETE PALMAS,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/550.kmz,"https://maps.google.com/maps?q=28.1152187260292,-15.4730523682607+(CEIP+LOS+GILES)&iwloc=A&hl=es&z=18",-15.4730523682607,28.1152187260292,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008160.geojson,Público,,,313,,,Datos Abiertos de Canarias
552,35008184,CEIP EL CANARIO,CEIP,Colegio de Educación Infantil y Primaria,"C/ CANALEJAS, 19-21",CRUCE DE SARDINA,35110,SANTA LUCÍA DE TIRAJANA,GRAN CANARIA,Las Palmas,928-304072,,35008184@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ceipelcanario,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,35010130 IES GRAN CANARIA,35702663 - E.O.E.P. GRAN CANARIA SURESTE,,,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482944,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/552.kmz,"https://maps.google.com/maps?q=27.8569737689987,-15.4361144584768+(CEIP+EL+CANARIO)&iwloc=A&hl=es&z=18",-15.4361144584768,27.8569737689987,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008184.geojson,Público,,,324,,,Datos Abiertos de Canarias
553,35008196,CEIP TAJINASTE,CEIP,Colegio de Educación Infantil y Primaria,"C/ TENERIFE, 84.- BARRANCO DE BALOS",CRUCE DE SARDINA,35110,SANTA LUCÍA DE TIRAJANA,GRAN CANARIA,Las Palmas,928-304066,,35008196@gobiernodecanarias.org,,https://www3.gobiernodecanarias.org/medusa/edublog/ceiptajinaste/,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,35010130 IES GRAN CANARIA,35702663 - E.O.E.P. GRAN CANARIA SURESTE,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/553.kmz,"https://maps.google.com/maps?q=27.8600274139516,-15.42912085197+(CEIP+TAJINASTE)&iwloc=A&hl=es&z=18",-15.42912085197,27.8600274139516,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008196.geojson,Público,,,324,,,Datos Abiertos de Canarias
554,35008202,CEIP CAMINO DE LA MADERA,CEIP,Colegio de Educación Infantil y Primaria,"C/ VASCO DE GAMA, S/N",SARDINA,35110,SANTA LUCÍA DE TIRAJANA,GRAN CANARIA,Las Palmas,928-304084,,35008202@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ceipcaminodelamadera/,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,35003976 IES TAMOGANTE,35702663 - E.O.E.P. GRAN CANARIA SURESTE,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/554.kmz,"https://maps.google.com/maps?q=27.8414666990241,-15.4595303730014+(CEIP+CAMINO+DE+LA+MADERA)&iwloc=A&hl=es&z=18",-15.4595303730014,27.8414666990241,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008202.geojson,Público,,,325,,,Datos Abiertos de Canarias
555,35008226,CEIP LA PAREDILLA,CEIP,Colegio de Educación Infantil y Primaria,"C/ LA GÜERA, S/N",VECINDARIO,35110,SANTA LUCÍA DE TIRAJANA,GRAN CANARIA,Las Palmas,928-478526,928-478527,35008226@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ceiplaparedilla,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,35004038 IES SANTA LUCÍA,35702663 - E.O.E.P. GRAN CANARIA SURESTE,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/555.kmz,"https://maps.google.com/maps?q=27.846800735,-15.4488960309999+(CEIP+LA+PAREDILLA)&iwloc=A&hl=es&z=18",-15.4488960309999,27.846800735,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008226.geojson,Público,,,325,,,Datos Abiertos de Canarias
560,35008275,CEIP PEDRO LEZCANO,CEIP,Colegio de Educación Infantil y Primaria,"C/ TAMARA, 1",JINÁMAR,35220,TELDE,GRAN CANARIA,Las Palmas,928-117608,,35008275@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ceippedrolezcano,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,35008287 IES AGUSTÍN MILLARES SALL,35702368 - E.O.E.P. VALLE DE JINÁMAR,,,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482940,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/560.kmz,"https://maps.google.com/maps?q=28.029535,-15.415519+(CEIP+PEDRO+LEZCANO)&iwloc=A&hl=es&z=18",-15.415519,28.029535,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008275.geojson,Público,,,321,,,Datos Abiertos de Canarias
561,35008287,IES AGUSTÍN MILLARES SALL,IES,Instituto de Educación Secundaria,"LOMO LAS BRUJAS, 39",JINÁMAR,35220,TELDE,GRAN CANARIA,Las Palmas,928-304573,,35008287@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/iesagustinmillaressall,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,,35702368 - E.O.E.P. VALLE DE JINÁMAR,,,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482939,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/561.kmz,"https://maps.google.com/maps?q=28.025701,-15.413589+(IES+AGUSTÍN+MILLARES+SALL)&iwloc=A&hl=es&z=18",-15.413589,28.025701,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008287.geojson,Público,,,321,,,Datos Abiertos de Canarias
562,35008299,IES FERNANDO SAGASETA,IES,Instituto de Educación Secundaria,"C/ MANUEL ALEMÁN ÁLAMO, 1",VALLE DE JINÁMAR,35220,TELDE,GRAN CANARIA,Las Palmas,928-599269,,35008299@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/iesfernandosagaseta,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,,35702368 - E.O.E.P. VALLE DE JINÁMAR,,,"http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482938,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482937,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482936,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482935,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482934,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482340,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482339,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482338,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482337",https://intranet.educacion.org/educacion/centros/dircenweb/docsup/562.kmz,"https://maps.google.com/maps?q=28.028100,-15.411094+(IES+FERNANDO+SAGASETA)&iwloc=A&hl=es&z=18",-15.411094,28.028100,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008299.geojson,Público,,,321,,,Datos Abiertos de Canarias
564,35008317,CEIP GRAN TARAJAL,CEIP,Colegio de Educación Infantil y Primaria,"URB. EL PALMERAL, S/N",GRAN TARAJAL,35620,TUINEJE,FUERTEVENTURA,Las Palmas,928-478718,,35008317@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ceipgrantarajal,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,Auditivo,,,,35010610 IES VIGÁN,35702378 - E.O.E.P. FUERTEVENTURA SUR,,,"http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482933,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482932",https://intranet.educacion.org/educacion/centros/dircenweb/docsup/564.kmz,"https://maps.google.com/maps?q=28.2165354287076,-14.0148079104907+(CEIP+GRAN+TARAJAL)&iwloc=A&hl=es&z=18",-14.0148079104907,28.2165354287076,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008317.geojson,Público,,,103,,,Datos Abiertos de Canarias
566,35008330,CPEIPS NUESTRA SEÑORA DEL ROSARIO,CPEIPS,"Centro Privado de Educación Infantil, Primaria y Secundaria","AVDA. HNOS. DE LA SALLE, 1",AGÜIMES,35260,AGÜIMES,GRAN CANARIA,Las Palmas,928-781843 y 606-727258,928-785090,colegiorosario@ipejesussacramentado.com,,,Privado,Docente,Titularidad Privada,,,,,,,35702374 - E.O.E.P. INGENIO-AGÜIMES,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/566.kmz,"https://maps.google.com/maps?q=27.9035297249707,-15.4449863775215+(CPEIPS+NUESTRA+SEÑORA+DEL+ROSARIO)&iwloc=A&hl=es&z=18",-15.4449863775215,27.9035297249707,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008330.geojson,Con niveles concertados,,,323,,,Datos Abiertos de Canarias
568,35008366,CPDEP ESCUELA NORUEGA GRAN CANARIA,CPDEP,Centro Privado Docente Extranjero Puro,"C/ BJORN LYNG, 4",ARGUINEGUÍN,35120,MOGÁN,GRAN CANARIA,Las Palmas,928-152900 y 928-152901,928-736557,postmottak@colegio.no,,http://www.colegio.no,Privado,Docente,Centro Extranjero,,,,,,,35702373 - E.O.E.P. GRAN CANARIA SUR,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/568.kmz,"https://maps.google.com/maps?q=27.778375178,-15.692101495+(CPDEP+ESCUELA+NORUEGA+GRAN+CANARIA)&iwloc=A&hl=es&z=18",-15.692101495,27.778375178,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008366.geojson,Sin niveles concertados,,,328,,,Datos Abiertos de Canarias
569,35008378,CPDEM BRITISH SCHOOL OF LANZAROTE,CPDEM,Centro Privado Docente Extranjero Mixto,"C/ JUAN ECHEVERRÍA, 2 Y 10",TAHICHE,35507,TEGUISE,LANZAROTE,Las Palmas,928-810085 y 609-474570,928-810085,info@thebritishschoollanzarote.com,,http://www.thebritishschoollanzarote.com,Privado,Docente,Centro Extranjero,,,,,,,35702664 - E.O.E.P. LANZAROTE NORTE,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/569.kmz,"https://maps.google.com/maps?q=28.9954950059317,-13.5446084971902+(CPDEM+BRITISH+SCHOOL+OF+LANZAROTE)&iwloc=A&hl=es&z=18",-13.5446084971902,28.9954950059317,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008378.geojson,Sin niveles concertados,,,201,,,Datos Abiertos de Canarias
570,35008381,EOI LAS PALMAS DE GRAN CANARIA,EOI,Escuela Oficial de Idiomas,"C/ FERNANDO GUANARTEME, 51",LAS PALMAS DE GRAN CANARIA,35007,LAS PALMAS DE GRAN CANARIA,GRAN CANARIA,Las Palmas,928-266056 y 928-228912,928-276940,35008381@gobiernodecanarias.org,,http://www.eoilpgc.es,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,,,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/570.kmz,"https://maps.google.com/maps?q=28.1366436650001,-15.4356656419999+(EOI+LAS+PALMAS+DE+GRAN+CANARIA)&iwloc=A&hl=es&z=18",-15.4356656419999,28.1366436650001,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008381.geojson,Público,,,305,,,Datos Abiertos de Canarias
571,35008391,IES CRUCE DE ARINAGA,IES,Instituto de Educación Secundaria,"C/ PRINCESA GARA, S/N",CRUCE DE ARINAGA,35118,AGÜIMES,GRAN CANARIA,Las Palmas,928-599343,,35008391@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/iescrucedearinaga,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,,35702374 - E.O.E.P. INGENIO-AGÜIMES,,,"http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482931,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482930,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482929",https://intranet.educacion.org/educacion/centros/dircenweb/docsup/571.kmz,"https://maps.google.com/maps?q=27.8814467130001,-15.422470006+(IES+CRUCE+DE+ARINAGA)&iwloc=A&hl=es&z=18",-15.422470006,27.8814467130001,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008391.geojson,Público,,,323,,,Datos Abiertos de Canarias
573,35008411,IES EL CALERO,IES,Instituto de Educación Secundaria,"C/ JOSÉ ALZOLA ARTILES, 2",EL CALERO,35215,TELDE,GRAN CANARIA,Las Palmas,928-306593,928-306596,35008411@gobiernodecanarias.org,,http://www3.gobiernodecanarias.org/medusa/edublog/ieselcalero,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,Motórico,,,,,35702662 - E.O.E.P. TELDE COSTA,,,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482927,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/573.kmz,"https://maps.google.com/maps?q=27.994764,-15.395939+(IES+EL+CALERO)&iwloc=A&hl=es&z=18",-15.395939,27.994764,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008411.geojson,Público,,,320,,,Datos Abiertos de Canarias
575,35008445,CEIP POETA FRANCISCO TARAJANO,CEIP,Colegio de Educación Infantil y Primaria,"C/ NICOLÁS COPÉRNICO, 35",LOMO DE LA HERRADURA,35210,TELDE,GRAN CANARIA,Las Palmas,928-303322,,35008445@gobiernodecanarias.org,,https://www3.gobiernodecanarias.org/medusa/edublog/ceippoetafranciscotarajano/,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,Motórico,,,,35010154 IES LOMO DE LA HERRADURA,35702379 - E.O.E.P. TELDE-VALSEQUILLO,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/575.kmz,"https://maps.google.com/maps?q=27.997172,-15.431364+(CEIP+POETA+FRANCISCO+TARAJANO)&iwloc=A&hl=es&z=18",-15.431364,27.997172,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008445.geojson,Público,,,318,,,Datos Abiertos de Canarias
576,35008457,CPEIPS JUAN RAMÓN JIMÉNEZ,CPEIPS,"Centro Privado de Educación Infantil, Primaria y Secundaria","CTRA. LOS HOYOS, 160 (KM 3.200)",LOS HOYOS,35017,LAS PALMAS DE GRAN CANARIA,GRAN CANARIA,Las Palmas,928-354008 y 928-354012,928-354837,colegio@cooperativajuanramonjimenez.com,direccion@cooperativajuanramonjimenez.com,http://www.cooperativajuanramonjimenez.es,Privado,Docente,Titularidad Privada,,,,,,,35702384 - E.O.E.P. GRAN CANARIA CENTRO,,,,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/576.kmz,"https://maps.google.com/maps?q=28.04266293,-15.4511799+(CPEIPS+JUAN+RAMÓN+JIMÉNEZ)&iwloc=A&hl=es&z=18",-15.4511799,28.04266293,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008457.geojson,Con niveles concertados,,,306,,,Datos Abiertos de Canarias
578,35008470,IES EL BATÁN,IES,Instituto de Educación Secundaria,"C/ ERNEST HEMINGWAY, 39",LAS PALMAS DE GRAN CANARIA,35015,LAS PALMAS DE GRAN CANARIA,GRAN CANARIA,Las Palmas,928-599211,,35008470@gobiernodecanarias.org,,http://www.gobiernodecanarias.org/medusa/edublog/ieselbatan,Público,Docente,"Cons. de Educación, Form. Prof., Activ. Física y Deportes",,,,,,,35702657 - E.O.E.P. ARENALES,,,"http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482926,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482925,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482924,http://www.gobiernodecanarias.org/educacion/dgc/dircentrosweb/scripts/foto.asp?foto=-2147482923",https://intranet.educacion.org/educacion/centros/dircenweb/docsup/578.kmz,"https://maps.google.com/maps?q=28.0912088700001,-15.4328258959999+(IES+EL+BATÁN)&iwloc=A&hl=es&z=18",-15.4328258959999,28.0912088700001,https://intranet.educacion.org/educacion/centros/dircenweb/docsup/35008470.geojson,Público,,,311,,,Datos Abiertos de Canarias
